270101 N- ----NSF- Ἀποκάλυψις Ἀποκάλυψις ἀποκάλυψις ἀποκάλυψις
270104 RA ----GSM- τοῦ τοῦ τοῦ ὁ
270104 N- ----GSM- θρόνου θρόνου θρόνου θρόνος
270104 RP ----GSM- αὐτοῦ, αὐτοῦ αὐτοῦ αὐτός
270105 C- -------- καὶ καὶ καί καί
270105 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό
270105 N- ----GSM- Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
270105 N- ----GSM- Χριστοῦ, Χριστοῦ Χριστοῦ Χριστός
270105 RA ----NSM- ὁ ὁ ὁ ὁ
270105 N- ----NSM- μάρτυς μάρτυς μάρτυς μάρτυς
270105 RA ----NSM- ὁ ὁ ὁ ὁ
270105 A- ----NSM- πιστός, πιστός πιστός πιστός
270105 RA ----NSM- ὁ ὁ ὁ ὁ
270105 A- ----NSM- πρωτότοκος πρωτότοκος πρωτότοκος πρωτότοκος
270105 RA ----GPM- τῶν τῶν τῶν ὁ
270105 A- ----GPM- νεκρῶν νεκρῶν νεκρῶν νεκρός
270105 C- -------- καὶ καὶ καί καί
270105 RA ----NSM- ὁ ὁ ὁ ὁ
270105 N- ----NSM- ἄρχων ἄρχων ἄρχων ἄρχων
270105 RA ----GPM- τῶν τῶν τῶν ὁ
270105 N- ----GPM- βασιλέων βασιλέων βασιλέων βασιλεύς
270105 RA ----GSF- τῆς τῆς τῆς ὁ
270105 N- ----GSF- γῆς. γῆς γῆς γῆ
270105 RA ----DSM- Τῷ Τῷ τῷ ὁ
270105 V- -PAPDSM- ἀγαπῶντι ἀγαπῶντι ἀγαπῶντι ἀγαπάω
270105 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
270105 C- -------- καὶ καὶ καί καί
270105 V- -AAPDSM- ⸀λύσαντι λύσαντι λύσαντι λύω
270105 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
270105 P- -------- ⸀ἐκ ἐκ ἐκ ἐκ
270105 RA ----GPF- τῶν τῶν τῶν ὁ
270105 N- ----GPF- ἁμαρτιῶν ἁμαρτιῶν ἁμαρτιῶν ἁμαρτία
270105 RP ----GP-- ἡμῶν ἡμῶν ἡμῶν ἐγώ
270105 P- -------- ἐν ἐν ἐν ἐν
270105 RA ----DSN- τῷ τῷ τῷ ὁ
270105 N- ----DSN- αἵματι αἵματι αἵματι αἷμα
270105 RP ----GSM- αὐτοῦ— αὐτοῦ αὐτοῦ αὐτός
270106 C- -------- καὶ καὶ καί καί
270106 V- 3AAI-S-- ἐποίησεν ἐποίησεν ἐποίησε(ν) ποιέω
270106 RP ----AP-- ἡμᾶς ἡμᾶς ἡμᾶς ἐγώ
270106 N- ----ASF- βασιλείαν, βασιλείαν βασιλείαν βασιλεία
270106 N- ----APM- ἱερεῖς ἱερεῖς ἱερεῖς ἱερεύς
270106 RA ----DSM- τῷ τῷ τῷ ὁ
270106 N- ----DSM- θεῷ θεῷ θεῷ θεός
270106 C- -------- καὶ καὶ καί καί
270106 N- ----DSM- πατρὶ πατρὶ πατρί πατήρ
270106 RP ----GSM- αὐτοῦ— αὐτοῦ αὐτοῦ αὐτός
270106 RP ----DSM- αὐτῷ αὐτῷ αὐτῷ αὐτός
270106 RA ----NSF- ἡ ἡ ἡ ὁ
270106 N- ----NSF- δόξα δόξα δόξα δόξα
270106 C- -------- καὶ καὶ καί καί
270106 RA ----NSN- τὸ τὸ τό ὁ
270106 N- ----NSN- κράτος κράτος κράτος κράτος
270106 P- -------- εἰς εἰς εἰς εἰς
270106 RA ----APM- τοὺς τοὺς τούς ὁ
270106 N- ----APM- αἰῶνας αἰῶνας αἰῶνας αἰών
270106 RA ----GPM- ⸂τῶν τῶν τῶν ὁ
270106 N- ----GPM- αἰώνων⸃· αἰώνων αἰώνων αἰών
270106 X- -------- ἀμήν. ἀμήν ἀμήν ἀμήν
270107 X- -------- Ἰδοὺ Ἰδοὺ ἰδού ἰδού
270107 V- 3PMI-S-- ἔρχεται ἔρχεται ἔρχεται ἔρχομαι
270107 P- -------- μετὰ μετὰ μετά μετά
270107 RA ----GPF- τῶν τῶν τῶν ὁ
270107 N- ----GPF- νεφελῶν, νεφελῶν νεφελῶν νεφέλη
270107 C- -------- καὶ καὶ καί καί
270107 V- 3FMI-S-- ὄψεται ὄψεται ὄψεται ὁράω
270107 RP ----ASM- αὐτὸν αὐτὸν αὐτόν αὐτός
270107 A- ----NSM- πᾶς πᾶς πᾶς πᾶς
270107 N- ----NSM- ὀφθαλμὸς ὀφθαλμὸς ὀφθαλμός ὀφθαλμός
270107 C- -------- καὶ καὶ καί καί
270107 RR ----NPM- οἵτινες οἵτινες οἵτινες ὅστις
270107 RP ----ASM- αὐτὸν αὐτὸν αὐτόν αὐτός
270107 V- 3AAI-P-- ἐξεκέντησαν, ἐξεκέντησαν ἐξεκέντησαν ἐκκεντέω
270107 C- -------- καὶ καὶ καί καί
270107 V- 3FMI-P-- κόψονται κόψονται κόψονται κόπτω
270107 P- -------- ἐπ’ ἐπ’ ἐπί ἐπί
270107 RP ----ASM- αὐτὸν αὐτὸν αὐτόν αὐτός
270107 A- ----NPF- πᾶσαι πᾶσαι πᾶσαι πᾶς
270107 RA ----NPF- αἱ αἱ αἱ ὁ
270107 N- ----NPF- φυλαὶ φυλαὶ φυλαί φυλή
270107 RA ----GSF- τῆς τῆς τῆς ὁ
270107 N- ----GSF- γῆς. γῆς γῆς γῆ
270107 X- -------- ναί, ναί ναί ναί
270107 X- -------- ἀμήν. ἀμήν ἀμήν ἀμήν
270108 RP ----NS-- Ἐγώ Ἐγώ ἐγώ ἐγώ
270108 V- 1PAI-S-- εἰμι εἰμι εἰμί εἰμί
270108 RA ----NSN- τὸ τὸ τό ὁ
270108 N- ----NSN- Ἄλφα Ἄλφα Ἄλφα Ἄλφα
270108 C- -------- καὶ καὶ καί καί
270108 RA ----NSN- τὸ τὸ τό ὁ
270108 N- ----NSN- Ὦ, Ὦ Ὦ Ὦ
270108 V- 3PAI-S-- λέγει λέγει λέγει λέγω
270108 N- ----NSM- κύριος, κύριος κύριος κύριος
270108 RA ----NSM- ὁ ὁ ὁ ὁ
270108 N- ----NSM- θεός, θεός θεός θεός
270108 RA ----NSM- ὁ ὁ ὁ ὁ
270108 V- -PAPNSM- ὢν ὢν ὤν εἰμί
270108 C- -------- καὶ καὶ καί καί
270108 RA ----NSM- ὁ ὁ ὁ ὁ
270108 V- 3IAI-S-- ἦν ἦν ἦν εἰμί
270108 C- -------- καὶ καὶ καί καί
270108 RA ----NSM- ὁ ὁ ὁ ὁ
270108 V- -PMPNSM- ἐρχόμενος, ἐρχόμενος ἐρχόμενος ἔρχομαι
270108 RA ----NSM- ὁ ὁ ὁ ὁ
270108 N- ----NSM- παντοκράτωρ. παντοκράτωρ παντοκράτωρ παντοκράτωρ
270109 RP ----NS-- Ἐγὼ Ἐγὼ ἐγώ ἐγώ
270109 N- ----NSM- Ἰωάννης, Ἰωάννης Ἰωάννης Ἰωάννης
270109 RA ----NSM- ὁ ὁ ὁ ὁ
270109 N- ----NSM- ἀδελφὸς ἀδελφὸς ἀδελφός ἀδελφός
270109 RP ----GP-- ὑμῶν ὑμῶν ὑμῶν σύ
270109 C- -------- καὶ καὶ καί καί
270109 N- ----NSM- ⸀συγκοινωνὸς συγκοινωνὸς συγκοινωνός συγκοινωνός
270109 P- -------- ἐν ἐν ἐν ἐν
270109 RA ----DSF- τῇ τῇ τῇ ὁ
270109 N- ----DSF- θλίψει θλίψει θλίψει θλῖψις
270109 C- -------- καὶ καὶ καί καί
270109 N- ----DSF- βασιλείᾳ βασιλείᾳ βασιλείᾳ βασιλεία
270109 C- -------- καὶ καὶ καί καί
270109 N- ----DSF- ὑπομονῇ ὑπομονῇ ὑπομονῇ ὑπομονή
270109 P- -------- ⸀ἐν ἐν ἐν ἐν
270109 N- ----DSM- Ἰησοῦ, Ἰησοῦ Ἰησοῦ Ἰησοῦς
270109 V- 1AMI-S-- ἐγενόμην ἐγενόμην ἐγενόμην γίνομαι
270109 P- -------- ἐν ἐν ἐν ἐν
270109 RA ----DSF- τῇ τῇ τῇ ὁ
270109 N- ----DSF- νήσῳ νήσῳ νήσῳ νῆσος
270109 RA ----DSF- τῇ τῇ τῇ ὁ
270109 V- -PPPDSF- καλουμένῃ καλουμένῃ καλουμένῃ καλέω
270109 N- ----DSF- Πάτμῳ Πάτμῳ Πάτμῳ Πάτμος
270109 P- -------- διὰ διὰ διά διά
270109 RA ----ASM- τὸν τὸν τόν ὁ
270109 N- ----ASM- λόγον λόγον λόγον λόγος
270109 RA ----GSM- τοῦ τοῦ τοῦ ὁ
270109 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
270109 C- -------- ⸀καὶ καὶ καί καί
270109 RA ----ASF- τὴν τὴν τήν ὁ
270109 N- ----ASF- μαρτυρίαν μαρτυρίαν μαρτυρίαν μαρτυρία
270109 N- ----GSM- ⸀Ἰησοῦ. Ἰησοῦ Ἰησοῦ Ἰησοῦς
270110 V- 1AMI-S-- ἐγενόμην ἐγενόμην ἐγενόμην γίνομαι
270110 P- -------- ἐν ἐν ἐν ἐν
270110 N- ----DSN- πνεύματι πνεύματι πνεύματι πνεῦμα
270110 P- -------- ἐν ἐν ἐν ἐν
270110 RA ----DSF- τῇ τῇ τῇ ὁ
270110 A- ----DSF- κυριακῇ κυριακῇ κυριακῇ κυριακός
270110 N- ----DSF- ἡμέρᾳ, ἡμέρᾳ ἡμέρᾳ ἡμέρα
270110 C- -------- καὶ καὶ καί καί
270110 V- 1AAI-S-- ἤκουσα ἤκουσα ἤκουσα ἀκούω
270110 P- -------- ⸂ὀπίσω ὀπίσω ὀπίσω ὀπίσω
270110 RP ----GS-- μου μου μου ἐγώ
270110 N- ----ASF- φωνὴν⸃ φωνὴν φωνήν φωνή
270110 A- ----ASF- μεγάλην μεγάλην μεγάλην μέγας
270110 C- -------- ὡς ὡς ὡς ὡς
270110 N- ----GSF- σάλπιγγος σάλπιγγος σάλπιγγος σάλπιγξ
270111 V- -PAPGSF- λεγούσης· λεγούσης λεγούσης λέγω
270111 RR ----ASN- Ὃ Ὃ ὅ ὅς
270111 V- 2PAI-S-- βλέπεις βλέπεις βλέπεις βλέπω
270111 V- 2AAD-S-- γράψον γράψον γράψον γράφω
270111 P- -------- εἰς εἰς εἰς εἰς
270111 N- ----ASN- βιβλίον βιβλίον βιβλίον βιβλίον
270111 C- -------- καὶ καὶ καί καί
270111 V- 2AAD-S-- πέμψον πέμψον πέμψον πέμπω
270111 RA ----DPF- ταῖς ταῖς ταῖς ὁ
270111 A- ----DPF- ἑπτὰ ἑπτὰ ἑπτά ἑπτά
270111 N- ----DPF- ἐκκλησίαις, ἐκκλησίαις ἐκκλησίαις ἐκκλησία
270111 P- -------- εἰς εἰς εἰς εἰς
270111 N- ----ASF- Ἔφεσον Ἔφεσον Ἔφεσον Ἔφεσος
270111 C- -------- καὶ καὶ καί καί
270111 P- -------- εἰς εἰς εἰς εἰς
270111 N- ----ASF- Σμύρναν Σμύρναν Σμύρναν Σμύρνα
270111 C- -------- καὶ καὶ καί καί
270111 P- -------- εἰς εἰς εἰς εἰς
270111 N- ----ASF- Πέργαμον Πέργαμον Πέργαμον Πέργαμος
270111 C- -------- καὶ καὶ καί καί
270111 P- -------- εἰς εἰς εἰς εἰς
270111 N- ----APN- Θυάτειρα Θυάτειρα Θυάτειρα Θυάτειρα
270111 C- -------- καὶ καὶ καί καί
270111 P- -------- εἰς εἰς εἰς εἰς
270111 N- ----APF- Σάρδεις Σάρδεις Σάρδεις Σάρδεις
270111 C- -------- καὶ καὶ καί καί
270111 P- -------- εἰς εἰς εἰς εἰς
270111 N- ----ASF- Φιλαδέλφειαν Φιλαδέλφειαν Φιλαδέλφειαν Φιλαδέλφεια
270111 C- -------- καὶ καὶ καί καί
270111 P- -------- εἰς εἰς εἰς εἰς
270111 N- ----ASF- Λαοδίκειαν. Λαοδίκειαν Λαοδίκειαν Λαοδίκεια
270112 C- -------- ⸀Καὶ Καὶ καί καί
270112 V- 1AAI-S-- ἐπέστρεψα ἐπέστρεψα ἐπέστρεψα ἐπιστρέφω
270112 V- -PAN---- βλέπειν βλέπειν βλέπειν βλέπω
270112 RA ----ASF- τὴν τὴν τήν ὁ
270112 N- ----ASF- φωνὴν φωνὴν φωνήν φωνή
270112 RR ----NSF- ἥτις ἥτις ἥτις ὅστις
270112 V- 3IAI-S-- ἐλάλει ἐλάλει ἐλάλει λαλέω
270112 P- -------- μετ’ μετ’ μετά μετά
270112 RP ----GS-- ἐμοῦ· ἐμοῦ ἐμοῦ ἐγώ
270112 C- -------- καὶ καὶ καί καί
270112 V- -AAPNSM- ἐπιστρέψας ἐπιστρέψας ἐπιστρέψας ἐπιστρέφω
270112 V- 1AAI-S-- εἶδον εἶδον εἶδον ὁράω
270112 A- ----APF- ἑπτὰ ἑπτὰ ἑπτά ἑπτά
270112 N- ----APF- λυχνίας λυχνίας λυχνίας λυχνία
270112 A- ----APF- χρυσᾶς, χρυσᾶς χρυσᾶς χρυσοῦς
270113 C- -------- καὶ καὶ καί καί
270113 P- -------- ἐν ἐν ἐν ἐν
270113 A- ----DSN- μέσῳ μέσῳ μέσῳ μέσος
270113 RA ----GPF- ⸀τῶν τῶν τῶν ὁ
270113 N- ----GPF- λυχνιῶν λυχνιῶν λυχνιῶν λυχνία
270113 A- ----ASM- ὅμοιον ὅμοιον ὅμοιον ὅμοιος
270113 N- ----ASM- ⸀υἱὸν υἱὸν υἱόν υἱός
270113 N- ----GSM- ἀνθρώπου, ἀνθρώπου ἀνθρώπου ἄνθρωπος
270113 V- -XMPASM- ἐνδεδυμένον ἐνδεδυμένον ἐνδεδυμένον ἐνδύω
270113 A- ----ASM- ποδήρη ποδήρη ποδήρη ποδήρης
270113 C- -------- καὶ καὶ καί καί
270113 V- -XMPASM- περιεζωσμένον περιεζωσμένον περιεζωσμένον περιζώννυμι
270113 P- -------- πρὸς πρὸς πρός πρός
270113 RA ----DPM- τοῖς τοῖς τοῖς ὁ
270113 N- ----DPM- μαστοῖς μαστοῖς μαστοῖς μαστός
270113 N- ----ASF- ζώνην ζώνην ζώνην ζώνη
270113 A- ----ASF- χρυσᾶν· χρυσᾶν χρυσᾶν χρυσοῦς
270114 RA ----NSF- ἡ ἡ ἡ ὁ
270114 C- -------- δὲ δὲ δέ δέ
270114 N- ----NSF- κεφαλὴ κεφαλὴ κεφαλή κεφαλή
270114 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
270114 C- -------- καὶ καὶ καί καί
270114 RA ----NPF- αἱ αἱ αἱ ὁ
270114 N- ----NPF- τρίχες τρίχες τρίχες θρίξ
270114 A- ----NPF- λευκαὶ λευκαὶ λευκαί λευκός
270114 C- -------- ὡς ὡς ὡς ὡς
270114 N- ----NSN- ἔριον ἔριον ἔριον ἔριον
270114 A- ----NSN- λευκόν, λευκόν λευκόν λευκός
270114 C- -------- ὡς ὡς ὡς ὡς
270114 N- ----NSF- χιών, χιών χιών χιών
270114 C- -------- καὶ καὶ καί καί
270114 RA ----NPM- οἱ οἱ οἱ ὁ
270114 N- ----NPM- ὀφθαλμοὶ ὀφθαλμοὶ ὀφθαλμοί ὀφθαλμός
270114 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
270114 C- -------- ὡς ὡς ὡς ὡς
270114 N- ----NSF- φλὸξ φλὸξ φλόξ φλόξ
270114 N- ----GSN- πυρός, πυρός πυρός πῦρ
270115 C- -------- καὶ καὶ καί καί
270115 RA ----NPM- οἱ οἱ οἱ ὁ
270115 N- ----NPM- πόδες πόδες πόδες πούς
270115 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
270115 A- ----NPM- ὅμοιοι ὅμοιοι ὅμοιοι ὅμοιος
270115 N- ----DSN- χαλκολιβάνῳ, χαλκολιβάνῳ χαλκολιβάνῳ χαλκολίβανον
270115 C- -------- ὡς ὡς ὡς ὡς
270115 P- -------- ἐν ἐν ἐν ἐν
270115 N- ----DSF- καμίνῳ καμίνῳ καμίνῳ κάμινος
270115 V- -XPPGSF- ⸀πεπυρωμένης, πεπυρωμένης πεπυρωμένης πυρόομαι
270115 C- -------- καὶ καὶ καί καί
270115 RA ----NSF- ἡ ἡ ἡ ὁ
270115 N- ----NSF- φωνὴ φωνὴ φωνή φωνή
270115 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
270115 C- -------- ὡς ὡς ὡς ὡς
270115 N- ----NSF- φωνὴ φωνὴ φωνή φωνή
270115 N- ----GPN- ὑδάτων ὑδάτων ὑδάτων ὕδωρ
270115 A- ----GPN- πολλῶν, πολλῶν πολλῶν πολύς
270116 C- -------- καὶ καὶ καί καί
270116 V- -PAPNSM- ἔχων ἔχων ἔχων ἔχω
270116 P- -------- ἐν ἐν ἐν ἐν
270116 RA ----DSF- τῇ τῇ τῇ ὁ
270116 A- ----DSF- δεξιᾷ δεξιᾷ δεξιᾷ δεξιός
270116 N- ----DSF- ⸂χειρὶ χειρὶ χειρί χείρ
270116 RP ----GSM- αὐτοῦ⸃ αὐτοῦ αὐτοῦ αὐτός
270116 N- ----APM- ἀστέρας ἀστέρας ἀστέρας ἀστήρ
270116 A- ----APM- ἑπτά, ἑπτά ἑπτά ἑπτά
270116 C- -------- καὶ καὶ καί καί
270116 P- -------- ἐκ ἐκ ἐκ ἐκ
270116 RA ----GSN- τοῦ τοῦ τοῦ ὁ
270116 N- ----GSN- στόματος στόματος στόματος στόμα
270116 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
270116 N- ----NSF- ῥομφαία ῥομφαία ῥομφαία ῥομφαία
270116 A- ----NSF- δίστομος δίστομος δίστομος δίστομος
270116 A- ----NSF- ὀξεῖα ὀξεῖα ὀξεῖα ὀξύς
270116 V- -PMPNSF- ἐκπορευομένη, ἐκπορευομένη ἐκπορευομένη ἐκπορεύομαι
270116 C- -------- καὶ καὶ καί καί
270116 RA ----NSF- ἡ ἡ ἡ ὁ
270116 N- ----NSF- ὄψις ὄψις ὄψις ὄψις
270116 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
270116 C- -------- ὡς ὡς ὡς ὡς
270116 RA ----NSM- ὁ ὁ ὁ ὁ
270116 N- ----NSM- ἥλιος ἥλιος ἥλιος ἥλιος
270116 V- 3PAI-S-- φαίνει φαίνει φαίνει φαίνω
270116 P- -------- ἐν ἐν ἐν ἐν
270116 RA ----DSF- τῇ τῇ τῇ ὁ
270116 N- ----DSF- δυνάμει δυνάμει δυνάμει δύναμις
270116 RP ----GSM- αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
270117 C- -------- Καὶ Καὶ καί καί
270117 C- -------- ὅτε ὅτε ὅτε ὅτε
270117 V- 1AAI-S-- εἶδον εἶδον εἶδον ὁράω
270117 RP ----ASM- αὐτόν, αὐτόν αὐτόν αὐτός
270117 V- 1AAI-S-- ἔπεσα ἔπεσα ἔπεσα πίπτω
270117 P- -------- πρὸς πρὸς πρός πρός
270117 RA ----APM- τοὺς τοὺς τούς ὁ
270117 N- ----APM- πόδας πόδας πόδας πούς
270117 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
270117 C- -------- ὡς ὡς ὡς ὡς
270117 A- ----NSM- νεκρός· νεκρός νεκρός νεκρός
270117 C- -------- καὶ καὶ καί καί
270117 V- 3AAI-S-- ἔθηκεν ἔθηκεν ἔθηκε(ν) τίθημι
270117 RA ----ASF- τὴν τὴν τήν ὁ
270117 A- ----ASF- δεξιὰν δεξιὰν δεξιάν δεξιός
270117 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
270117 P- -------- ἐπ’ ἐπ’ ἐπί ἐπί
270117 RP ----AS-- ἐμὲ ἐμὲ ἐμέ ἐγώ
270117 V- -PAPNSM- λέγων· λέγων λέγων λέγω
270117 D- -------- Μὴ Μὴ μή μή
270117 V- 2PMD-S-- φοβοῦ· φοβοῦ φοβοῦ φοβέομαι
270117 RP ----NS-- ἐγώ ἐγώ ἐγώ ἐγώ
270117 V- 1PAI-S-- εἰμι εἰμι εἰμί εἰμί
270117 RA ----NSM- ὁ ὁ ὁ ὁ
270117 A- ----NSM- πρῶτος πρῶτος πρῶτος πρῶτος
270117 C- -------- καὶ καὶ καί καί
270117 RA ----NSM- ὁ ὁ ὁ ὁ
270117 A- ----NSM- ἔσχατος, ἔσχατος ἔσχατος ἔσχατος
270118 C- -------- καὶ καὶ καί καί
270118 RA ----NSM- ὁ ὁ ὁ ὁ
270118 V- -PAPNSM- ζῶν— ζῶν ζῶν ζάω
270118 C- -------- καὶ καὶ καί καί
270118 V- 1AMI-S-- ἐγενόμην ἐγενόμην ἐγενόμην γίνομαι
270118 A- ----NSM- νεκρὸς νεκρὸς νεκρός νεκρός
270118 C- -------- καὶ καὶ καί καί
270118 X- -------- ἰδοὺ ἰδοὺ ἰδού ἰδού
270118 V- -PAPNSM- ζῶν ζῶν ζῶν ζάω
270118 V- 1PAI-S-- εἰμι εἰμι εἰμί εἰμί
270118 P- -------- εἰς εἰς εἰς εἰς
270118 RA ----APM- τοὺς τοὺς τούς ὁ
270118 N- ----APM- αἰῶνας αἰῶνας αἰῶνας αἰών
270118 RA ----GPM- τῶν τῶν τῶν ὁ
270118 N- ----GPM- ⸀αἰώνων— αἰώνων αἰώνων αἰών
270118 C- -------- καὶ καὶ καί καί
270118 V- 1PAI-S-- ἔχω ἔχω ἔχω ἔχω
270118 RA ----APF- τὰς τὰς τάς ὁ
